date,K1,K2,K3,K4,K5,K6,Tfwd,Tret,Pfwd,Pret,Pump1,Pump2,Pump3,Pump4,Pump5,Pump6,Pump3.1,Pump6.1,Pboil,Tboil,Vfwd
21.01.2018 12:00,1,1,1,1,,,78,56,7.4,3.4,1,1,1,,1,1,,1,5.1,60,2240
21.01.2018 14:00,1,1,1,1,,,77,55,7.3,3.2,1,1,1,,1,1,,1,5.1,60,2180
21.01.2018 16:00,1,1,1,1,,,77,55,7.3,3.3,1,1,1,,1,1,,1,5.1,60,2200
21.01.2018 18:00,1,1,1,1,,,77,55,7.2,3.1,1,1,1,,1,1,,1,5.1,59,2200
21.01.2018 20:00,1,1,1,1,,,78,55,7.1,3.1,1,1,1,,1,1,,1,5.1,59,2292
21.01.2018 22:00,1,1,1,1,,,78,54,7.2,2.9,1,1,1,,1,1,,1,5.1,59,2335
22.01.2018 00:00,1,1,1,1,,,78,55,7.3,3.1,1,1,1,,1,1,,1,5.1,60,2221
22.01.2018 02:00,1,1,1,1,,,77,57,7.2,3.1,1,1,1,,1,1,,1,5.1,61,2327
22.01.2018 04:00,1,1,1,1,,,77,58,7.1,3.2,1,1,1,,1,1,,1,5.1,62,2437
22.01.2018 06:00,1,1,1,1,,,78,58,7.1,3.1,1,1,1,,1,1,,1,5.1,61,2579
22.01.2018 08:00,1,1,1,1,,,77,57,7.1,3.3,1,1,1,,1,1,,1,5.2,61,2600
22.01.2018 10:00,1,1,1,1,,,79,58,7,3,1,1,1,,1,1,,1,5.1,62,2640
22.01.2018 12:00,1,1,1,1,,,80,58,7.1,3.1,1,1,1,,1,1,,1,5.2,62,2570
22.01.2018 14:00,1,1,1,1,,,79,58,7.1,3,1,1,1,,1,1,,1,5.1,62,2450
22.01.2018 16:00,1,1,1,1,,,79,58,7.1,3.3,1,1,1,,1,1,,1,5.1,62,2580
22.01.2018 18:00,1,1,1,1,,,79,58,7,3,1,1,1,,1,1,,1,5.1,62,2580
22.01.2018 20:00,1,1,1,1,,,80,59,7,2.9,1,1,1,,1,1,,1,5.1,64,2510
22.01.2018 22:00,1,1,1,1,,,81,58,7,3.2,1,1,1,,1,1,,1,5.1,63,2620
23.01.2018 00:00,1,1,1,1,,,83,59,7.1,3.2,1,1,1,,1,1,,1,5.1,63,2600
23.01.2018 02:00,1,1,1,1,,,82,62,7.1,3,1,1,1,,1,1,,1,5.1,65,2570
23.01.2018 04:00,1,1,1,1,,,83,62,7,3,1,1,1,,1,1,,1,5.1,64,2622
23.01.2018 06:00,1,1,1,1,,,83,62,7.2,3.1,1,1,1,,1,1,,1,5.1,64,2620
23.01.2018 08:00,1,1,1,1,,,82,60,7.3,3.5,1,1,1,,1,1,,1,5.1,63,2664
23.01.2018 10:00,1,1,1,1,,,82,60,7.3,3.4,1,1,1,,1,1,,1,5.1,63,2598
23.01.2018 12:00,1,1,1,1,,,80,60,7.3,3.2,1,1,1,,1,1,,1,5.1,63,2516
23.01.2018 14:00,1,1,1,1,,,81,60,7.3,2.9,1,1,1,,1,1,,1,5.1,63,2594
23.01.2018 16:00,1,1,1,1,,,81,60,7.3,2.9,1,1,1,,1,1,,1,5.1,63,2588
23.01.2018 18:00,1,1,1,1,,,83,60,7.1,2.9,1,1,1,,1,1,,1,5.1,63,2517
23.01.2018 20:00,1,1,1,1,,,82,59,7.1,3,1,1,1,,1,1,,1,5.1,61,2500
23.01.2018 22:00,1,1,1,1,,,80,58,7.2,3,1,1,1,,1,1,,1,5.1,60,2550
24.01.2018 00:00,1,1,1,1,,,79,58,7.1,3.1,1,1,1,,1,1,,1,5.1,61,2550
24.01.2018 02:00,1,1,1,1,,,78,58,7.1,3.1,1,1,1,,1,1,,1,5.1,61,2500
24.01.2018 04:00,1,1,1,1,,,78,58,7.2,3,1,1,1,,1,1,,1,5.1,60,2530
24.01.2018 06:00,1,1,1,1,,,78,58,7,3,1,1,1,,1,1,,1,5.1,60,2580
24.01.2018 08:00,1,1,1,1,,,80,57,7,3.1,1,1,1,,1,1,,1,5.2,60,2639
24.01.2018 10:00,1,1,1,1,,,80,59,7.2,3,1,1,1,,1,1,,1,5.1,61,2585
24.01.2018 12:00,1,1,1,1,,,80,59,7.4,3.4,1,1,1,,1,1,,1,5.1,61,2479
24.01.2018 14:00,1,1,1,1,,,80,59,7.4,3,1,1,1,,1,1,,1,5.1,61,2217
24.01.2018 16:00,1,1,1,1,,,79,58,7.1,3.2,1,1,1,,1,1,,1,5.1,61,2303
24.01.2018 18:00,1,1,1,1,,,80,58,7.1,3,1,1,1,,1,1,,1,5.1,61,2490
24.01.2018 20:00,1,1,1,1,,,79,57,7.2,3.2,1,1,1,,1,1,,1,5.1,61,2560
24.01.2018 22:00,1,1,1,1,,,78,57,7.1,3.1,1,1,1,,1,1,,1,5.1,61,2616
25.01.2018 00:00,1,1,1,1,,,80,57,7.1,3.1,1,1,1,,1,1,,1,5.1,61,2625
25.01.2018 02:00,1,1,1,1,,,79,60,7,3.1,1,1,1,,1,1,,1,5.1,61,2632
25.01.2018 04:00,1,1,1,1,,,80,58,7,3.1,1,1,1,,1,1,,1,5.1,61,2630
25.01.2018 06:00,1,1,1,1,,,80,58,7,3.1,1,1,1,,1,1,,1,5.1,61,2632
25.01.2018 08:00,1,1,1,1,,,81,58,7,3.1,1,1,1,,1,1,,1,5.1,61,2700
25.01.2018 10:00,1,1,1,1,,,82,59,7.2,3.1,1,1,1,,1,1,,1,5.2,61,2688
25.01.2018 12:00,1,1,1,1,,,81,60,7.1,2.9,1,1,1,,1,1,,1,5.1,63,2650
25.01.2018 14:00,1,1,1,1,,,80,59,7.3,3.1,1,1,1,,1,1,,1,5.1,62,2520
25.01.2018 16:00,1,1,1,1,,,80,59,7.2,3,1,1,1,,1,1,,1,5.1,61,2480
25.01.2018 18:00,1,1,1,1,,,80,58,7.1,3.1,1,1,1,,1,1,,1,5.1,61,2520
25.01.2018 20:00,1,1,1,1,,,81,58,7,3,1,1,1,,1,1,,1,5.1,61,2613
25.01.2018 22:00,1,1,1,1,,,80,57,7.2,3.3,1,1,1,,1,1,,1,5.1,60,2528
26.01.2018 00:00,1,1,1,1,,,80,58,7.3,3.4,1,1,1,,1,1,,1,5.1,61,2462
26.01.2018 02:00,1,1,1,1,,,80,60,7.1,3,1,1,1,,1,1,,1,5.1,62,2498
26.01.2018 04:00,1,1,1,1,,,80,60,7.2,3.1,1,1,1,,1,1,,1,5.1,62,2481
26.01.2018 06:00,1,1,1,1,,,80,59,7.3,3.2,1,1,1,,1,1,,1,5.3,61,2408
26.01.2018 08:00,1,1,1,1,,,79,57,7.3,3,1,1,1,,1,1,,1,5.2,60,2400
26.01.2018 10:00,1,1,1,1,,,78,57,7.3,3.2,1,1,1,,1,1,,1,5.1,60,2450
26.01.2018 12:00,1,1,1,1,,,78,57,7.3,3,1,1,1,,1,1,,1,5.1,59,2400
26.01.2018 14:00,1,1,1,1,,,77,56,7.1,3,1,1,1,,1,1,,1,5.1,59,2300
26.01.2018 16:00,1,1,1,1,,,77,56,7.1,3,1,1,1,,1,1,,1,5.1,59,2300
26.01.2018 18:00,1,1,1,1,,,77,56,7,3.1,1,1,1,,1,1,,1,5.3,58,2250
26.01.2018 20:00,1,1,1,1,,,77,55,7.1,3.3,1,1,1,,1,1,,1,5.1,57,2360
26.01.2018 22:00,1,1,1,1,,,77,55,7.1,3.3,1,1,1,,1,1,,1,5.1,59,2460
27.01.2018 00:00,1,1,1,1,,,77,56,7,3,1,1,1,,1,1,,1,5.1,61,2530
27.01.2018 02:00,1,1,1,1,,,78,58,7.1,3.1,1,1,1,,1,1,,1,5.1,62,2445
27.01.2018 04:00,1,1,1,1,,,78,59,7.1,3,1,1,1,,1,1,,1,5.1,63,2560
27.01.2018 06:00,1,1,1,1,,,79,59,7.1,3,1,1,1,,1,1,,1,5.1,63,2572
27.01.2018 08:00,1,1,1,1,,,79,59,7.2,3.2,1,1,1,,1,1,,1,5.1,63,2602
27.01.2018 10:00,1,1,1,1,,,79,57,7.2,3,1,1,1,,1,1,,1,5.1,63,2592
27.01.2018 12:00,1,1,1,1,,,79,57,7.2,3,1,1,1,,1,1,,1,5.1,63,2325
27.01.2018 14:00,1,1,1,1,,,79,57,7.2,3,1,1,1,,1,1,,1,5.1,63,2381
27.01.2018 16:00,1,1,1,1,,,78,57,7.4,3.1,1,1,1,,1,1,,1,5.1,63,2400
27.01.2018 18:00,1,1,1,1,,,78,57,7.4,3.1,1,1,1,,1,1,,1,5.1,63,2485
27.01.2018 20:00,1,1,1,1,,,79,57,7.2,3.1,1,1,1,,1,1,,1,5.1,61,2500
27.01.2018 22:00,1,1,1,1,,,79,57,7.1,3,1,1,1,,1,1,,1,5.1,61,2500
28.01.2018 00:00,1,1,1,1,,,79,57,7.2,3.3,1,1,1,,1,1,,1,5.1,61,2500
28.01.2018 02:00,1,1,1,1,,,79,58,7.2,3,1,1,1,,1,1,,1,5.1,62,2490
28.01.2018 04:00,1,1,1,1,,,79,59,7.1,3.2,1,1,1,,1,1,,1,5.1,62,2480
28.01.2018 06:00,1,1,1,1,,,79,59,7.2,3.1,1,1,1,,1,1,,1,5.1,63,2520
28.01.2018 08:00,1,1,1,1,,,79,59,7.3,3.3,1,1,1,,1,1,,1,5.1,62,2466
28.01.2018 10:00,1,1,1,1,,,79,58,7.2,3.1,1,1,1,,1,1,,1,5.1,61,2540
28.01.2018 12:00,1,1,1,1,,,79,57,7.3,3.2,1,1,1,,1,1,,1,5.1,61,2497
28.01.2018 14:00,1,1,1,1,,,79,57,7.2,3,1,1,1,,1,1,,1,5.1,61,2459
28.01.2018 16:00,1,1,1,1,,,79,57,7.2,3,1,1,1,,1,1,,1,5.1,61,2420
28.01.2018 18:00,1,1,1,1,,,79,57,7.2,3.2,1,1,1,,1,1,,1,5.1,61,2408
28.01.2018 20:00,1,1,1,1,,,79,56,7.1,3,1,1,1,,1,1,,1,5.1,60,2500
28.01.2018 22:00,1,1,1,1,,,79,56,7.1,3.4,1,1,1,,1,1,,1,5.1,60,2535
29.01.2018 00:00,1,1,1,1,,,78,57,7.1,3.2,1,1,1,,1,1,,1,5.1,60,2533
29.01.2018 02:00,1,1,1,1,,,78,59,7.1,3.2,1,1,1,,1,1,,1,5.1,62,2517
29.01.2018 04:00,1,1,1,1,,,78,59,7.2,3.3,1,1,1,,1,1,,1,5.1,62,2627
29.01.2018 06:00,1,1,1,1,,,78,58,7.2,3,1,1,1,,1,1,,1,5.1,62,2627
29.01.2018 08:00,1,1,1,1,,,78,57,7,3,1,1,1,,1,1,,1,5.1,61,2592
29.01.2018 10:00,1,1,1,1,,,78,58,7.1,3.1,1,1,1,,1,1,,1,5.1,61,2574
29.01.2018 12:00,1,1,1,1,,,77,58,7.2,3.4,1,1,1,,1,1,,1,5.1,61,2460
29.01.2018 14:00,1,1,1,1,,,77,57,7.1,3,1,1,1,,1,1,,1,5.1,61,2492
29.01.2018 16:00,1,1,1,1,,,77,58,7.2,3.2,1,1,1,,1,1,,1,5.1,61,2460
29.01.2018 18:00,1,1,1,1,,,78,57,7.2,3.4,1,1,1,,1,1,,1,5.1,61,2450
29.01.2018 20:00,1,1,1,1,,,78,57,7.2,3.2,1,1,1,,1,1,,1,5.1,60,2484
29.01.2018 22:00,1,1,1,1,,,78,56,7,2.8,1,1,1,,1,1,,1,5.1,60,2577
30.01.2018 00:00,1,1,1,1,,,78,57,7.2,3.1,1,1,1,,1,1,,1,5.2,60,2522
30.01.2018 02:00,1,1,1,1,,,78,58,7.4,3.2,1,1,1,,1,1,,1,5.1,61,2412
30.01.2018 04:00,1,1,1,1,,,78,59,7.4,3.3,1,1,1,,1,1,,1,5.1,62,2345
30.01.2018 06:00,1,1,1,1,,,78,58,7.4,3.1,1,1,1,,1,1,,1,5.1,61,2352
30.01.2018 08:00,1,1,1,1,,,78,56,7.3,3.5,1,1,1,,1,1,,1,5.1,60,2400
30.01.2018 10:00,1,1,1,1,,,78,56,7.4,3.4,1,1,1,,1,1,,1,5.1,61,2200
30.01.2018 12:00,1,1,1,1,,,77,55,7.2,3.2,1,1,1,,1,1,,1,5.1,60,2050
30.01.2018 14:00,1,1,1,1,,,77,55,7.1,3.2,1,1,1,,1,1,,1,5.1,60,2000
30.01.2018 16:00,1,1,1,1,,,77,55,7.1,3,1,1,1,,1,1,,1,5.1,59,2070
30.01.2018 18:00,1,1,1,1,,,77,56,7.2,3.2,1,1,1,,1,1,,1,5.1,60,2000
30.01.2018 20:00,1,1,1,1,,,77,54,7.1,3,1,1,1,,1,,,1,5.1,59,2051
30.01.2018 22:00,1,1,1,1,,,77,53,7,3,1,1,1,,1,,,1,5.1,59,2108
31.01.2018 00:00,1,1,1,1,,,77,54,7.2,3,1,1,1,,1,,,1,5.1,59,2080
31.01.2018 02:00,1,1,1,1,,,77,56,7.3,3.3,1,1,1,,1,,,1,5.1,60,1910
31.01.2018 04:00,1,1,1,1,,,77,56,7.1,3.1,1,1,1,,1,,,1,5.1,61,2016
31.01.2018 06:00,1,1,1,1,,,78,56,7.2,3.2,1,1,1,,1,,,1,5.1,60,2050
31.01.2018 08:00,1,1,1,1,,,78,54,7.1,3.3,1,1,1,1,,,,1,5.1,60,2170
31.01.2018 10:00,1,1,1,1,,,79,55,7.3,3,1,1,1,1,,,,1,5.1,60,2064
31.01.2018 12:00,1,1,1,1,,,79,56,7,3,1,1,1,1,,,,1,5.1,60,2064
31.01.2018 14:00,1,1,1,1,,,78,56,7.3,3,1,1,1,1,,,,1,5.1,60,2040
31.01.2018 16:00,1,1,1,1,,,78,56,7.3,3,1,1,1,1,,,,1,5.1,60,2235
31.01.2018 18:00,1,1,1,1,,,78,56,7.3,3,1,1,1,1,,,,1,5.1,60,2285
31.01.2018 20:00,1,1,1,1,,,79,56,7.2,3.3,1,1,1,1,,,,1,5.1,60,2350
31.01.2018 22:00,1,1,1,1,,,78,55,7.1,3.2,1,1,1,1,,,,1,5.1,60,2520
01.02.2018 00:00,1,1,1,1,,,78,57,7.2,3.1,1,1,1,1,,,,1,5.1,61,2560
01.02.2018 02:00,1,1,1,1,,,79,58,7.1,3.1,1,1,1,1,,,,1,5.2,62,2600
01.02.2018 04:00,1,1,1,1,,,80,59,7.1,3.1,1,1,1,1,,,,1,5.2,62,2620
01.02.2018 06:00,1,1,1,1,,,80,59,7.1,3.1,1,1,1,1,,,,1,5.1,62,2650
01.02.2018 08:00,1,1,1,1,,1,80,59,7.1,3,1,1,1,,1,1,,1,5.1,62,2705
01.02.2018 10:00,1,1,1,1,,1,80,59,7.1,3.2,1,1,1,,1,1,,1,5.1,63,2688
01.02.2018 12:00,1,1,1,1,,1,81,59,7.2,3.3,1,1,1,,1,1,,1,5.1,63,2466
01.02.2018 14:00,1,1,1,1,,,78,59,7.2,3.4,1,1,1,,1,1,,1,4.8,62,2438
01.02.2018 16:00,1,1,1,1,,,79,58,7.2,3.3,1,1,1,,1,1,,1,5.1,62,2503
01.02.2018 18:00,1,1,1,1,,,79,59,7.2,2.9,1,1,1,,1,1,,1,5.1,62,2723
01.02.2018 20:00,1,1,1,1,,,80,58,7.2,2.9,1,1,1,,1,1,,1,5.1,62,2598
01.02.2018 22:00,1,1,1,1,,,81,58,7.2,2.9,1,1,1,,1,1,,1,5.1,62,2788
02.02.2018 00:00,1,1,1,1,,,80,57,7.2,3.1,1,1,1,,1,1,,1,5.1,62,2670
02.02.2018 02:00,1,1,1,1,,,81,61,7.1,3,1,1,1,,1,1,,1,5.1,62,2667
02.02.2018 04:00,1,1,1,1,,,81,61,7.1,3,1,1,1,,1,1,,1,5.1,62,2600
02.02.2018 06:00,1,1,1,1,,,80,60,7.2,3,1,1,1,,1,1,,1,5.1,62,2603
02.02.2018 08:00,1,1,1,1,,,80,59,7.1,3,1,1,1,,1,1,,1,5.1,63,2600
02.02.2018 10:00,1,1,1,1,,,80,59,7.1,3.2,1,1,1,,1,1,,1,5.1,63,2494
02.02.2018 12:00,1,1,1,1,,,79,59,7.1,3.2,1,1,1,,1,1,,1,5.1,62,2460
02.02.2018 14:00,1,1,1,1,,,77,58,7.1,3,1,1,1,,1,1,,1,5.1,61,2440
02.02.2018 16:00,1,1,1,1,,,77,57,7.1,3,1,1,1,,1,1,,1,5.1,61,2420
02.02.2018 18:00,1,1,1,1,,,77,57,7.2,3.2,1,1,1,,1,1,,1,5.1,60,2324
02.02.2018 20:00,1,1,1,1,,,77,56,7.1,2.8,1,1,1,1,,1,,1,5.3,60,2363
02.02.2018 22:00,1,1,1,1,,,77,55,7.3,3.1,1,1,1,1,,1,,1,5.2,59,2258
03.02.2018 00:00,1,1,1,1,,,77,55,7.2,3.1,1,1,1,1,,1,,1,5.1,59,2255
03.02.2018 02:00,1,1,1,1,,,77,56,7.3,3.4,1,1,1,1,,1,,1,5.2,60,2042
03.02.2018 04:00,1,1,1,1,,,77,57,7.3,2.7,1,1,1,1,,1,,1,5.2,61,1941
03.02.2018 06:00,1,1,1,1,,,77,56,7.3,3.2,1,1,1,1,,1,,1,5.1,61,1953
03.02.2018 08:00,1,1,1,1,,,77,56,7.4,3.2,,1,1,1,,1,,1,5.1,60,2000
03.02.2018 10:00,1,1,1,1,,,77,55,7.2,2.9,,1,1,1,,1,,1,5.3,60,2000
03.02.2018 12:00,1,1,1,1,,,77,55,7.3,3.1,,1,1,1,,1,,1,5.1,60,2000
03.02.2018 14:00,1,1,1,1,,,77,55,7.3,3.3,,1,1,1,,1,,1,5.1,60,1950
03.02.2018 16:00,1,1,1,1,,,76,55,7.2,3,,1,1,1,,1,,1,5.1,59,2000
03.02.2018 18:00,1,1,1,1,,,76,54,7.3,2.9,,1,1,1,,1,,1,5.2,59,2100
03.02.2018 20:00,1,1,1,1,,,76,54,7.2,3,1,1,1,1,,1,,1,5.1,59,2080
03.02.2018 22:00,1,1,1,1,,,76,54,7.2,3.4,1,1,1,1,,1,,1,5.2,58,2050
04.02.2018 00:00,1,1,1,1,,,76,54,7.3,3.2,1,1,1,1,,1,,1,5.1,59,1990
04.02.2018 02:00,1,1,1,1,,,76,55,7.3,3,1,1,1,1,,1,,1,5.1,60,1900
04.02.2018 04:00,1,1,1,1,,,76,56,7.2,3,1,1,1,1,,1,,1,5.2,60,2020
04.02.2018 06:00,1,1,1,1,,,77,56,7.3,3.3,1,1,1,1,,1,,1,5.2,60,2080
04.02.2018 08:00,1,1,1,1,,,78,57,7.1,3,1,1,1,1,,1,,1,5,60,2631
04.02.2018 10:00,1,1,1,1,,,78,56,7.1,3.1,1,1,1,1,,1,,1,5.1,60,2428
04.02.2018 12:00,1,1,1,1,,,78,56,7.2,3.3,1,1,1,1,,1,,1,5,60,2460
04.02.2018 14:00,1,1,1,1,,,78,57,7.1,3.2,1,1,1,1,,1,,1,5.1,60,2516
04.02.2018 16:00,1,1,1,1,,,78,57,7.2,3.2,1,1,1,1,,1,,1,5.1,60,2449
04.02.2018 18:00,1,1,1,1,,,79,57,7,2.8,1,1,1,1,,1,,1,5.2,60,2683
04.02.2018 20:00,1,1,1,1,,,79,57,7,3.3,1,1,1,1,,1,,1,5.1,60,2770
04.02.2018 22:00,1,1,1,1,,,78,56,7.1,3,1,1,1,1,,1,,1,5.2,60,2770
05.02.2018 00:00,1,1,1,1,,1,79,57,7.1,3.2,1,1,1,1,,1,,1,5.1,61,2700
05.02.2018 02:00,1,1,1,1,,1,80,60,7.1,3,1,1,1,1,,1,,1,5.1,63,2600
05.02.2018 04:00,1,1,1,1,,1,80,60,7.1,3.2,1,1,1,1,,1,,1,5.1,64,2700
05.02.2018 06:00,1,1,1,1,,1,80,60,7,3,1,1,1,1,,1,,1,5.1,64,2756
05.02.2018 08:00,1,1,1,1,,1,82,60,7.1,3.3,1,1,1,1,,1,,1,5.1,63,2716
05.02.2018 10:00,1,1,1,1,,1,83,61,7.2,2.9,1,1,1,1,,1,,1,5.1,64,2720
05.02.2018 12:00,1,1,1,1,,1,83,61,7.3,3.3,1,1,1,1,,1,,1,5.1,64,2607
05.02.2018 14:00,1,1,1,1,,1,83,61,7.2,2.7,1,1,1,1,,1,,1,5.4,64,2614
05.02.2018 16:00,1,1,1,1,,1,83,62,7.3,3.3,1,1,1,1,,1,,1,5.1,64,2582
05.02.2018 18:00,1,1,1,1,,1,84,61,7.2,2.8,1,1,1,1,,1,,1,5.1,64,2652
05.02.2018 20:00,1,1,1,1,,1,83,60,7.1,2.8,1,1,1,1,,1,,1,5.1,64,2577
05.02.2018 22:00,1,1,1,1,,1,82,59,7.1,2.9,1,1,1,1,,1,,1,5.1,63,2625
06.02.2018 00:00,1,1,1,1,,1,83,60,7.1,3.2,1,1,1,1,,1,,1,5.1,64,2600
06.02.2018 02:00,1,1,1,1,,1,86,63,7.2,3.3,1,1,1,1,,1,,1,5.3,66,2610
06.02.2018 04:00,1,1,1,1,,1,86,64,7.2,3.4,1,1,1,1,,1,,1,5.1,67,2640
06.02.2018 06:00,1,1,1,1,,1,88,63,7.2,3.3,1,1,1,1,,1,,1,5.2,66,2590
06.02.2018 08:00,1,1,1,1,,,88,63,7.1,3.1,1,1,1,1,,1,,1,5,67,2630
06.02.2018 10:00,1,1,1,1,,,88,63,7.2,3,1,1,1,1,,1,,1,5.1,67,2691
06.02.2018 12:00,1,1,1,1,,,89,63,7.2,3.6,1,1,1,1,,1,,1,5.3,67,2430
06.02.2018 14:00,1,1,1,1,,,85,63,7.3,3.4,1,1,1,1,,1,,1,5.4,67,2455
06.02.2018 16:00,1,1,1,1,,,84,62,7.2,3.6,1,1,1,1,,1,,1,5.2,65,2470
06.02.2018 18:00,1,1,1,1,,,85,62,7.2,3.5,1,1,1,1,,1,,1,5.1,65,2620
06.02.2018 20:00,1,1,1,1,,1,86,61,7.2,3.6,1,1,1,1,,1,,1,5.1,65,2550
06.02.2018 22:00,1,1,1,1,,1,86,60,7.2,3.4,1,1,1,1,,1,,1,5.1,64,2625
07.02.2018 00:00,1,1,1,1,,1,86,62,7.2,3.5,1,1,1,1,,1,,1,5.1,65,2659
07.02.2018 02:00,1,1,1,1,,1,87,64,7.2,3.3,1,1,1,1,,1,,1,5.1,67,2606
07.02.2018 04:00,1,1,1,1,,1,88,64,7.2,3.4,1,1,1,1,,1,,1,5.1,68,2600
07.02.2018 06:00,1,1,1,1,,1,88,64,7.2,3.4,1,1,1,1,,1,,1,5.1,68,2665
07.02.2018 08:00,1,1,1,1,,1,88,63,7.1,3.3,1,1,1,1,,1,,1,5.1,67,2570
07.02.2018 10:00,1,1,1,1,,1,85,62,7.1,3.2,1,1,1,1,,1,,1,5.3,66,2700
07.02.2018 12:00,1,1,1,1,,1,82,61,7.1,3,1,1,1,1,,1,,1,5.4,65,2400
07.02.2018 14:00,1,1,1,1,,,81,60,7.1,3.4,1,1,1,1,,1,,1,5.1,63,2400
07.02.2018 16:00,1,1,1,1,,,80,60,7.2,3.3,1,1,1,1,,1,,1,5,62,2550
07.02.2018 18:00,1,1,1,1,,,79,59,7,3.1,1,1,1,1,,1,,1,5.1,61,2560
07.02.2018 20:00,1,1,1,1,,,79,58,7.1,3.3,1,1,1,1,,1,,1,5.1,60,2700
07.02.2018 22:00,1,1,1,1,,1,81,57,7.1,3.2,1,1,1,1,,1,,1,5.1,60,2700
08.02.2018 00:00,1,1,1,1,,1,82,59,7.2,3.1,1,1,1,1,,1,,1,5.1,63,2650
08.02.2018 02:00,1,1,1,1,,1,84,61,7.3,3.4,1,1,1,1,,1,,1,5.1,65,2630
08.02.2018 04:00,1,1,1,1,,1,86,63,7.3,3.4,1,1,1,1,,1,,1,5.1,66,2580
08.02.2018 06:00,1,1,1,1,,1,87,63,7.3,3.3,1,1,1,1,,1,,1,5.2,66,2610
08.02.2018 08:00,1,1,1,1,,1,88,62,7.2,3.1,1,1,1,1,,1,,1,5.1,66,2625
08.02.2018 10:00,1,1,1,1,,1,86,62,7.1,3,1,1,1,1,,1,,1,5.3,66,2405
08.02.2018 12:00,1,1,1,1,,,82,61,7.1,3.1,1,1,1,1,,1,,1,5,64,2400
08.02.2018 14:00,1,1,1,1,,,81,59,7.1,3.1,1,1,1,1,,1,,1,5.1,63,2377
08.02.2018 16:00,1,1,1,1,,,81,59,7.1,3.2,1,1,1,1,,1,,1,5.1,63,2418
08.02.2018 18:00,1,1,1,1,,,81,59,7,3.2,1,1,1,1,,1,,1,5.1,62,2400
08.02.2018 20:00,1,1,1,1,,,81,58,7.1,3.2,1,1,1,1,,1,,1,5.1,61,2500
08.02.2018 22:00,1,1,1,1,,,81,57,7,3.1,1,1,1,1,,1,,1,5.1,60,2450
09.02.2018 00:00,1,1,1,1,,,79,57,7,3,1,1,1,1,,1,,1,5.1,61,2400
